object_id,target,pred_cat
Dornhoth_anwar_melethron,0,0.0029951014263255695
Dornhoth_archam_grond,0,0.00043623985141800527
Dornhoth_certh_iaun,0,8.442301530382959e-05
Dornhoth_drafn_celon,0,0.008703174978649397
Dornhoth_fervain_onodrim,0,0.00396054226891066
Dornhoth_galadh_ylf,0,0.011003823005166145
Dornhoth_gwend_nagol,0,0.002347670240003379
Dornhoth_hervenn_tathar,0,0.00017875055519383712
Dornhoth_inias_gond,0,0.0012309071015596596
Dornhoth_lavan_ank,0,0.0024502535442236374
Dornhoth_pennas_emel,0,0.00038316103854801843
Dornhoth_rist_lalaith,0,0.007808288217760894
Dornhoth_salab_corch,0,0.016416321683091577
Dornhoth_thurin_gwaloth,0,0.0008013440436099468
Druadan_galadhrim_narthan,0,0.010762264482081948
Druadan_galas_Eluwaith,0,1.1667027100498832e-05
Druadan_galas_ram,0,0.8607775233879214
Druadan_lorn_morgul,0,0.000168530046411493
Druadan_rodwen_bragol,1,0.7345026343576869
Druadan_romru_araf,0,0.007071554272642194
Druadan_tachol_aranarth,0,0.09391604577666803
Druadan_tavor_fae,0,0.0016802170896469263
Elrim_cair_amon,0,0.00031372070955428043
Elrim_firiel_soga,0,0.023443731637273375
Elrim_hal_amarth,0,8.755990860319245e-05
Elrim_harad_menel,1,0.6507808006639562
Elrim_heledir_fervain,0,0.046912745400858956
Elrim_melethril_thul,0,0.002843569556156692
Elrim_nana_dagnir,0,3.6618745221969726e-05
Elrim_sirion_hwiniol,0,0.00020153820508613882
Eluwaith_Druadan_cuin,0,0.006281031447552379
Eluwaith_amarth_iar,0,4.169048023710729e-05
Eluwaith_cyron_hwiniol,0,0.0005169171748414063
Eluwaith_faradrim_haudh,0,0.0013717203406646665
Eluwaith_lain_curunir,0,0.009471398013673247
Eluwaith_nestad_in,0,0.004454403975785537
Eluwaith_nost_magol,0,0.023382455480259173
Eluwaith_rom_andrann,0,0.08174935970405443
Eluwaith_tathar_gwend,0,0.0004103762751498705
Ennor_Tawarwaith_paich,0,0.004706045718762873
Ennor_aduial_thavron,0,0.002809755274631105
Ennor_imloth_morgul,1,0.928468578383802
Ennor_nimp_rovalug,0,0.007098320412470486
Eru_alae_nath,0,5.7947164517001116e-05
Eru_gwathui_Mirion,0,0.0012176042054901492
Eru_iaun_rodwen,0,0.00668417784527819
Eru_lasguil_lossen,0,0.003371084425935058
Eru_meldir_ulug,0,0.003277142254788845
Eru_mithren_aras,0,0.02000054187930665
Eru_saelor_tegilbor,1,0.8494951070284527
Gonhir_achad_melethril,0,0.009591403868451125
Gonhir_fast_romru,1,0.9591428027730489
Gonhir_fervain_ah,0,0.0007083432050635056
Gonhir_limlug_harad,0,0.07565882976969245
Gonhir_rochir_Mirion,0,0.0009266856631528757
Gonhir_thavron_maen,0,0.00021204727555020305
Gwathuirim_drego_lebdas,0,0.0029000291651849223
Gwathuirim_gwanur_hu,0,0.07156044755446557
Gwathuirim_hwiniol_celon,0,0.0004724379860335649
Gwathuirim_meldir_fuin,1,0.8518620597660964
Gwathuirim_mund_ram,0,0.003662608600549419
Gwathuirim_rochir_drafn,0,0.005238186307958106
Ithil_caras_hadhod,0,0.0026636757390385416
Ithil_eglan_melethril,0,0.022833490895437673
Ithil_fern_maen,0,0.00885905388546857
Ithil_fuin_salph,0,0.004507200246051978
Ithil_law_galas,0,0.031329249081465
Ithil_menel_agar,0,0.0003438338020832512
Ithil_minas_elvellon,0,0.001420444148622731
Ithil_sogannen_glandagol,0,0.00038184298049551217
Ithil_tobas_rodwen,0,0.021915685236669515
Ithil_uan_hub,0,0.2054310195231439
Ithil_uanui_Eluwaith,0,0.006190607469658599
Mirion_adar_Druadan,0,0.0004657411707070067
Mirion_baug_angos,0,0.00015775922219643892
Mirion_galadh_heledh,0,0.003375851066094419
Mirion_gwathui_lebdas,0,0.00022109896062526326
Mirion_gwathui_thor,0,0.0007265022217759209
Mirion_ingem_ank,0,0.004158319049946472
Mirion_lain_iaun,0,0.00034142749541049723
Mirion_lalaith_neledh,0,0.0027362613737602517
Mirion_lunt_fae,0,0.003814367984433853
Mirion_malad_adar,0,0.004679761963961398
Mirion_saer_curunir,0,0.03693183659072793
Mithrim_alae_cund,1,0.14920308146463246
Mithrim_firion_achas,0,0.010547084701194039
Mithrim_haudh_pethron,0,8.72924754173384e-05
Mithrim_ira_fae,0,0.010737106088979013
Mithrim_lam_anann,0,0.005255898047551557
Mithrim_lang_elvellon,0,0.25033919955852085
Mithrim_mereth_rom,0,0.8994075861704669
Mithrim_merilin_gwachaedir,0,0.0005209464012513396
Mithrim_mund_gas,0,0.0008812960387155884
Mithrim_pess_midh,0,0.0032716162072767858
Rochirrim_aiglos_achas,0,0.10978410659116743
Rochirrim_araf_nim,0,0.00011290041983005284
Rochirrim_araf_nimp,0,0.002750477281276922
Rochirrim_dunadan_annon,0,0.061721156358004105
Rochirrim_gwael_muinthel,0,0.005131962822489861
Rochirrim_haeron_cenedril,0,0.0007391839775939646
Rochirrim_lang_hador,0,2.5259346696157067e-05
Rochirrim_lebdas_pethron,0,0.02474045567184913
Rochirrim_navaer_luithien,0,0.006929412816519109
Rochirrim_nost_aes,0,0.025792642765453646
Rochirrim_pennas_fervain,0,0.6190061259442011
Rochirrim_pent_gil,0,0.018497500119706495
Rochirrim_raegdan_tavor,0,0.0008985780870147758
Rochirrim_rust_adab,0,0.00046011621185805334
Sindarin_araf_pilin,1,0.8261878223983699
Sindarin_cund_amloth,0,0.0030824054258352714
Sindarin_elu_ah,0,0.0011105661622471976
Sindarin_gwachaedir_lachenn,0,0.0007506318986451936
Sindarin_lalaith_bregedur,0,0.00010919501653104346
Sindarin_lam_dunedhel,0,0.0023544690106266143
Sindarin_minas_fervain,0,0.007769001464898465
Sindarin_rusc_glamog,0,0.015354524972248512
Tawarwaith_Gwathuirim_cabed,0,0.012450890144309312
Tawarwaith_cabed_aeglir,0,0.059900996801433175
Tawarwaith_gaw_in,0,0.30739988358988096
Tawarwaith_melethril_drego,0,0.01328851484638144
Tawarwaith_puig_morn,0,0.01542149328222783
Tawarwaith_raegdan_nost,0,0.006913308446568509
Tawarwaith_rovalug_mund,0,0.0007665113688040954
ablad_dam_roch,0,0.00020132293434831476
ablad_maen_aranarth,0,0.02784100699202021
ablad_puig_manadh,0,0.023364344639684502
ablad_vin_faen,1,0.8049787292255602
achad_adan_balrog,0,0.03594101310879135
achad_corch_nothrim,0,0.006641058032414377
achad_fae_eilian,0,0.010189512021021948
achad_gwaloth_pilin,0,0.0010385118669888796
achad_minas_adan,0,0.025045794510031364
achad_thamas_hend,0,0.002032279228668941
acharn_adel_baug,0,0.0011972882885142185
acharn_firion_morn,0,0.0014363268355151212
acharn_lend_Mithrim,0,0.002024764693985786
acharn_magol_nadhras,0,0.0005381289767667712
acharn_nost_mil,0,0.4293663382459523
acharn_per_gwaloth,1,0.7982728437179142
acharn_uir_bregedur,0,0.6574338638106618
achas_eilian_lossen,0,0.0003328453528317441
achas_grond_pilin,0,0.015100024388521408
achas_hal_nana,0,0.014876575170853444
achas_hwiniol_nothrim,0,0.005264712419693242
achas_iar_gaur,0,0.0007706626976541296
achas_lavan_saig,0,0.8065067839385505
achas_riel_braig,0,0.019241319426202826
achas_rom_cair,0,0.0014737878411499627
achas_saer_hand,1,0.12805343193834867
achas_salab_cenedril,0,0.012238843424011115
adab_Gonhir_gwanur,0,0.003592859183892158
adab_amdir_gli,0,0.032023418844001936
adab_cabor_gwaun,0,0.2186434858025252
adab_drafn_amloth,0,6.328829414899801e-05
adab_faun_aith,0,0.018358903503370896
adab_magol_cyron,0,0.00014417256039672658
adab_peredhel_hend,0,0.0037878653179562257
adab_rach_pess,0,0.0002885568123529922
adab_rochben_lathron,0,0.01094275138183907
adab_thul_rust,1,0.0308711801978883
adan_Druadan_annon,0,0.0012880590077869432
adan_cae_morgul,0,0.01594970664070145
adan_fern_nothrim,0,0.569927875053228
adan_galad_alagos,0,0.0003703235891320044
adan_lachenn_gwanur,0,0.0008938080653348782
adan_lhug_hervess,0,0.0815221568489169
adan_rom_alae,0,0.002698521050328211
adar_amlug_eryn,0,0.0001193894673327787
adar_ang_eredh,0,0.0012422633555406503
adar_glass_cenedril,0,0.07578431505416836
adar_hadhod_soga,0,0.01963987928424858
adar_inias_hand,0,0.07899182143934151
adar_lam_rist,0,0.110600400157578
adar_law_agor,0,0.00047638738509102194
adar_maethor_lasguil,0,0.00619697613766217
adel_draug_gas,0,0.0016302484530489616
adel_glae_melethron,0,0.0007676958415917187
adel_nimp_toll,0,0.004538524548238674
adel_pethron_imrad,1,0.9614029086081052
adel_tirith_riel,0,0.0007662509403625382
aderthad_cair_agar,0,2.933194107907546e-05
aderthad_cirdan_Eluwaith,0,0.07586400109434055
aderthad_cuil_nimbrethil,0,0.009060885895737099
aderthad_nimbrethil_gellui,0,0.20887323429460317
aderthad_ulug_nadhras,0,0.0004129090336160221
aduial_anann_aphadrim,0,0.02931580959659538
aduial_gli_hast,0,0.011559706964956968
aduial_malad_gorn,0,0.08175131596865844
aduial_mindon_harad,0,0.008694712716787857
aduial_nur_luith,0,0.014431259095907636
aear_agarwaen_cund,0,0.0004366211741132518
aear_aiglos_nadhras,0,0.004640545495548157
aear_glamog_rodwen,0,0.00010234038085929455
aear_glass_morn,0,0.0022653682337144187
aear_lunt_nana,0,0.023298330787676996
aear_morgul_heleg,0,0.0012711188579311266
aear_salab_cuin,0,0.0009614223874506994
aegas_Druadan_gli,0,0.054684531182726086
aegas_ank_ungol,0,0.055881857682130734
aegas_gaw_navaer,0,0.002122003495869336
aegas_ryn_imlad,0,0.00772848251909639
aegas_tobas_dunedhel,0,0.0007668730269553232
aeglir_Dornhoth_adan,0,0.007065632440198052
aeglir_certh_bregedur,0,0.0008382901482955518
aeglir_min_graw,0,0.0021825027673195666
aerlinn_Elrim_alph,0,0.004291351704704662
aerlinn_Eru_cenedril,0,0.0034178265118431214
aerlinn_aduial_aear,0,0.006628552351324164
aerlinn_gwarth_thor,0,0.002476820134455637
aerlinn_hand_gul,0,0.00019443708542267262
aerlinn_heron_luith,1,0.6759986984917736
aerlinn_laer_aith,0,0.0031393458486923143
aerlinn_nadhras_cund,0,5.062874932130586e-05
aerlinn_nagol_bellas,0,0.007748374345779678
aerlinn_raef_nimbrethil,0,0.0014440053261000649
aerlinn_saer_nell,0,0.026424549564530716
aerlinn_sirion_gli,0,0.00014271552896386958
aerlinn_ylf_lagor,0,0.004980794026587349
aeruil_corch_min,1,0.7067615795894989
aeruil_cugu_rach,0,0.00019472125749073042
aeruil_rust_harad,0,0.0001769217242525585
aeruil_tavor_ogol,0,0.1466455355905563
aes_baug_lobor,0,0.012572697602644033
aes_eglan_glae,0,0.019292613937002503
aes_espalass_iphant,0,0.0012687662887335381
aes_faun_melethron,0,0.01391447753039801
aes_hub_law,0,0.0009755910465003983
aes_lavan_adan,0,0.0003829937427189197
aes_lorn_pendrath,0,0.03254377933679014
aes_min_uan,0,0.10964175288580442
