object_id,target,pred_xgb
Dornhoth_anwar_melethron,0,0.0019216074142605066
Dornhoth_archam_grond,0,0.0006430595531128347
Dornhoth_certh_iaun,0,0.00029145841835998
Dornhoth_drafn_celon,0,0.01411152258515358
Dornhoth_fervain_onodrim,0,0.04589824378490448
Dornhoth_galadh_ylf,0,0.0006954557611607015
Dornhoth_gwend_nagol,0,0.0022991246078163385
Dornhoth_hervenn_tathar,0,0.0006722598918713629
Dornhoth_inias_gond,0,0.0027113149408251047
Dornhoth_lavan_ank,0,0.00016729153867345303
Dornhoth_pennas_emel,0,0.0007263816078193486
Dornhoth_rist_lalaith,0,0.0015831792261451483
Dornhoth_salab_corch,0,0.0015472833765670657
Dornhoth_thurin_gwaloth,0,0.0005096282111480832
Druadan_galadhrim_narthan,0,0.04690305143594742
Druadan_galas_Eluwaith,0,0.00022982925293035805
Druadan_galas_ram,0,0.8347328901290894
Druadan_lorn_morgul,0,0.000312409654725343
Druadan_rodwen_bragol,1,0.2707655727863312
Druadan_romru_araf,0,0.0038707093335688114
Druadan_tachol_aranarth,0,0.010041498579084873
Druadan_tavor_fae,0,0.004464972298592329
Elrim_cair_amon,0,0.00234256056137383
Elrim_firiel_soga,0,0.008017661049962044
Elrim_hal_amarth,0,0.0006667862180620432
Elrim_harad_menel,1,0.6074453592300415
Elrim_heledir_fervain,0,0.005005801096558571
Elrim_melethril_thul,0,0.005301854573190212
Elrim_nana_dagnir,0,0.00044341073953546584
Elrim_sirion_hwiniol,0,0.00036386973806656897
Eluwaith_Druadan_cuin,0,0.006153627764433622
Eluwaith_amarth_iar,0,0.0003049631486646831
Eluwaith_cyron_hwiniol,0,0.0013443295611068606
Eluwaith_faradrim_haudh,0,0.002283745910972357
Eluwaith_lain_curunir,0,0.008892141282558441
Eluwaith_nestad_in,0,0.00014541401469614357
Eluwaith_nost_magol,0,0.0005268515669740736
Eluwaith_rom_andrann,0,0.005588239524513483
Eluwaith_tathar_gwend,0,0.0007344906334765255
Ennor_Tawarwaith_paich,0,0.004514097701758146
Ennor_aduial_thavron,0,0.003362738061696291
Ennor_imloth_morgul,1,0.9494069814682007
Ennor_nimp_rovalug,0,0.0002364264364587143
Eru_alae_nath,0,0.00010485607344890013
Eru_gwathui_Mirion,0,0.0034720860421657562
Eru_iaun_rodwen,0,0.0005806659464724362
Eru_lasguil_lossen,0,0.000732249696739018
Eru_meldir_ulug,0,0.0007513772579841316
Eru_mithren_aras,0,0.001177926198579371
Eru_saelor_tegilbor,1,0.7991628646850586
Gonhir_achad_melethril,0,0.0005439614760689437
Gonhir_fast_romru,1,0.9936490654945374
Gonhir_fervain_ah,0,0.006421887315809727
Gonhir_limlug_harad,0,0.001771773211658001
Gonhir_rochir_Mirion,0,0.0005371158476918936
Gonhir_thavron_maen,0,0.000812979182228446
Gwathuirim_drego_lebdas,0,0.010016122832894325
Gwathuirim_gwanur_hu,0,0.0315355584025383
Gwathuirim_hwiniol_celon,0,0.0018803701968863606
Gwathuirim_meldir_fuin,1,0.945763885974884
Gwathuirim_mund_ram,0,0.0001693734375294298
Gwathuirim_rochir_drafn,0,0.0004581298853736371
Ithil_caras_hadhod,0,0.0016993596218526363
Ithil_eglan_melethril,0,0.03835150599479675
Ithil_fern_maen,0,0.0009128780802711844
Ithil_fuin_salph,0,0.0008214660920202732
Ithil_law_galas,0,0.002990850480273366
Ithil_menel_agar,0,0.00048308289842680097
Ithil_minas_elvellon,0,0.0002651306858751923
Ithil_sogannen_glandagol,0,0.00032253333483822644
Ithil_tobas_rodwen,0,0.0062507810071110725
Ithil_uan_hub,0,0.39970704913139343
Ithil_uanui_Eluwaith,0,0.007238501217216253
Mirion_adar_Druadan,0,7.49834580346942e-05
Mirion_baug_angos,0,0.00020908114674966782
Mirion_galadh_heledh,0,0.017255742102861404
Mirion_gwathui_lebdas,0,0.0003017554699908942
Mirion_gwathui_thor,0,0.0016717080725356936
Mirion_ingem_ank,0,0.0012660307111218572
Mirion_lain_iaun,0,0.0006364872097037733
Mirion_lalaith_neledh,0,0.0005723013309761882
Mirion_lunt_fae,0,0.0019421217730268836
Mirion_malad_adar,0,0.00023925169080030173
Mirion_saer_curunir,0,0.0008373974706046283
Mithrim_alae_cund,1,0.06258433312177658
Mithrim_firion_achas,0,0.0007092492305673659
Mithrim_haudh_pethron,0,0.0005052024498581886
Mithrim_ira_fae,0,0.0010971474694088101
Mithrim_lam_anann,0,0.001105447649024427
Mithrim_lang_elvellon,0,0.18820860981941223
Mithrim_mereth_rom,0,0.9364455342292786
Mithrim_merilin_gwachaedir,0,0.002335071563720703
Mithrim_mund_gas,0,0.0005744493682868779
Mithrim_pess_midh,0,0.0061103892512619495
Rochirrim_aiglos_achas,0,0.0070439595729112625
Rochirrim_araf_nim,0,0.001004960504360497
Rochirrim_araf_nimp,0,0.00964419450610876
Rochirrim_dunadan_annon,0,0.1560080349445343
Rochirrim_gwael_muinthel,0,0.0040074298158288
Rochirrim_haeron_cenedril,0,0.0005559455021284521
Rochirrim_lang_hador,0,0.00013989182480145246
Rochirrim_lebdas_pethron,0,0.01741279661655426
Rochirrim_navaer_luithien,0,0.00046156428288668394
Rochirrim_nost_aes,0,0.007724628318101168
Rochirrim_pennas_fervain,0,0.3753383755683899
Rochirrim_pent_gil,0,0.00021092165843583643
Rochirrim_raegdan_tavor,0,0.0009329661843366921
Rochirrim_rust_adab,0,0.0012833115179091692
Sindarin_araf_pilin,1,0.9414429664611816
Sindarin_cund_amloth,0,0.00016300211427733302
Sindarin_elu_ah,0,0.003679022891446948
Sindarin_gwachaedir_lachenn,0,0.0037506516091525555
Sindarin_lalaith_bregedur,0,0.0016730192583054304
Sindarin_lam_dunedhel,0,0.00234048324637115
Sindarin_minas_fervain,0,0.0005140522844158113
Sindarin_rusc_glamog,0,0.007061457727104425
Tawarwaith_Gwathuirim_cabed,0,0.0007381252944469452
Tawarwaith_cabed_aeglir,0,0.009775476530194283
Tawarwaith_gaw_in,0,0.28127771615982056
Tawarwaith_melethril_drego,0,0.0003273070906288922
Tawarwaith_puig_morn,0,0.052237242460250854
Tawarwaith_raegdan_nost,0,0.003607167862355709
Tawarwaith_rovalug_mund,0,0.0007830842514522374
ablad_dam_roch,0,0.0025011433754116297
ablad_maen_aranarth,0,0.10204660147428513
ablad_puig_manadh,0,0.00043727020965889096
ablad_vin_faen,1,0.9107584357261658
achad_adan_balrog,0,0.023016851395368576
achad_corch_nothrim,0,0.0013207128504291177
achad_fae_eilian,0,0.00031117306207306683
achad_gwaloth_pilin,0,0.003602278186008334
achad_minas_adan,0,0.00236879987642169
achad_thamas_hend,0,0.0034009020309895277
acharn_adel_baug,0,0.002726184204220772
acharn_firion_morn,0,0.0007045093225315213
acharn_lend_Mithrim,0,0.0026335858274251223
acharn_magol_nadhras,0,0.0011849129805341363
acharn_nost_mil,0,0.3476948142051697
acharn_per_gwaloth,1,0.757556140422821
acharn_uir_bregedur,0,0.7033892273902893
achas_eilian_lossen,0,0.002610347466543317
achas_grond_pilin,0,0.011174769140779972
achas_hal_nana,0,0.007495096419006586
achas_hwiniol_nothrim,0,0.0006426505860872567
achas_iar_gaur,0,0.007483827881515026
achas_lavan_saig,0,0.5262593030929565
achas_riel_braig,0,0.010581540875136852
achas_rom_cair,0,0.0008394478936679661
achas_saer_hand,1,0.10957376658916473
achas_salab_cenedril,0,0.010596223175525665
adab_Gonhir_gwanur,0,0.0002714267175178975
adab_amdir_gli,0,0.004352580290287733
adab_cabor_gwaun,0,0.0014141303254291415
adab_drafn_amloth,0,0.003165255533531308
adab_faun_aith,0,0.005580568220466375
adab_magol_cyron,0,0.0002566413604654372
adab_peredhel_hend,0,0.005284593906253576
adab_rach_pess,0,0.0009731203899718821
adab_rochben_lathron,0,0.0010498471092432737
adab_thul_rust,1,0.0855599120259285
adan_Druadan_annon,0,0.0004255101957824081
adan_cae_morgul,0,0.07547320425510406
adan_fern_nothrim,0,0.26466938853263855
adan_galad_alagos,0,0.0020963915158063173
adan_lachenn_gwanur,0,0.0028913565911352634
adan_lhug_hervess,0,0.0023390683345496655
adan_rom_alae,0,0.0003260258527006954
adar_amlug_eryn,0,0.0016153298784047365
adar_ang_eredh,0,0.0011344164377078414
adar_glass_cenedril,0,0.002986883046105504
adar_hadhod_soga,0,0.01110922358930111
adar_inias_hand,0,0.013273612596094608
adar_lam_rist,0,0.0002548161137383431
adar_law_agor,0,0.0007267755572684109
adar_maethor_lasguil,0,0.004421756602823734
adel_draug_gas,0,0.0013397926231846213
adel_glae_melethron,0,0.00037758302642032504
adel_nimp_toll,0,0.00623369263485074
adel_pethron_imrad,1,0.9930955767631531
adel_tirith_riel,0,0.0054407790303230286
aderthad_cair_agar,0,6.639404455199838e-05
aderthad_cirdan_Eluwaith,0,0.0077967569231987
aderthad_cuil_nimbrethil,0,0.0012697121128439903
aderthad_nimbrethil_gellui,0,0.18677929043769836
aderthad_ulug_nadhras,0,0.0007279348792508245
aduial_anann_aphadrim,0,0.0012508871732279658
aduial_gli_hast,0,0.0004674155788961798
aduial_malad_gorn,0,0.00028676356305368245
aduial_mindon_harad,0,0.001737584243528545
aduial_nur_luith,0,0.0011177974520251155
aear_agarwaen_cund,0,0.0031026939395815134
aear_aiglos_nadhras,0,0.009509398601949215
aear_glamog_rodwen,0,0.0002923113643191755
aear_glass_morn,0,0.00016480516933370382
aear_lunt_nana,0,0.006368285045027733
aear_morgul_heleg,0,8.181041630450636e-05
aear_salab_cuin,0,0.00025739806005731225
aegas_Druadan_gli,0,0.011037353426218033
aegas_ank_ungol,0,0.004291317891329527
aegas_gaw_navaer,0,0.0013595769414678216
aegas_ryn_imlad,0,0.0002697297604754567
aegas_tobas_dunedhel,0,0.00023512955522164702
aeglir_Dornhoth_adan,0,0.009950341656804085
aeglir_certh_bregedur,0,0.001601585652679205
aeglir_min_graw,0,0.004396250005811453
aerlinn_Elrim_alph,0,0.0006100551690906286
aerlinn_Eru_cenedril,0,0.0007690848433412611
aerlinn_aduial_aear,0,0.00046047705109231174
aerlinn_gwarth_thor,0,0.0005989367491565645
