object_id,target,pred_resnet
Dornhoth_anwar_melethron,0.0,0.013851900410372764
Dornhoth_archam_grond,0.0,0.0022585752740269527
Dornhoth_certh_iaun,0.0,0.011918499716557562
Dornhoth_drafn_celon,0.0,0.02672663191333413
Dornhoth_fervain_onodrim,0.0,0.6536352634429932
Dornhoth_galadh_ylf,0.0,0.0030869603069731966
Dornhoth_gwend_nagol,0.0,0.07565373741090298
Dornhoth_hervenn_tathar,0.0,0.003002119658049196
Dornhoth_inias_gond,0.0,0.0027763052348745987
Dornhoth_lavan_ank,0.0,0.0016935593503148993
Dornhoth_pennas_emel,0.0,0.00959530076761439
Dornhoth_rist_lalaith,0.0,0.009032419213326648
Dornhoth_salab_corch,0.0,0.012988955015316606
Dornhoth_thurin_gwaloth,0.0,0.00108555768019869
Druadan_galadhrim_narthan,0.0,0.16630983911454678
Druadan_galas_Eluwaith,0.0,0.006959784455830231
Druadan_galas_ram,0.0,0.9933904707431793
Druadan_lorn_morgul,0.0,0.001928520985529758
Druadan_rodwen_bragol,1.0,0.21824656054377556
Druadan_romru_araf,0.0,0.0007973928364606309
Druadan_tachol_aranarth,0.0,0.5050354599952698
Druadan_tavor_fae,0.0,0.1028686897479929
Elrim_cair_amon,0.0,0.010817295449669473
Elrim_firiel_soga,0.0,0.0066248789662495255
Elrim_hal_amarth,0.0,0.0003613460853557626
Elrim_harad_menel,1.0,0.9560510665178299
Elrim_heledir_fervain,0.0,0.02698140504071489
Elrim_melethril_thul,0.0,9.578845255808766e-05
Elrim_nana_dagnir,0.0,0.005523045023437589
Elrim_sirion_hwiniol,0.0,0.04975160548929125
Eluwaith_Druadan_cuin,0.0,0.0021403624523372855
Eluwaith_amarth_iar,0.0,0.003685349176521413
Eluwaith_cyron_hwiniol,0.0,0.004919892089674249
Eluwaith_faradrim_haudh,0.0,0.01806606468744576
Eluwaith_lain_curunir,0.0,0.016799667908344418
Eluwaith_nestad_in,0.0,0.004221713563310914
Eluwaith_nost_magol,0.0,0.2755756787955761
Eluwaith_rom_andrann,0.0,0.005993122904328629
Eluwaith_tathar_gwend,0.0,0.05308175599202514
Ennor_Tawarwaith_paich,0.0,0.061901654582470655
Ennor_aduial_thavron,0.0,0.0016072673661255976
Ennor_imloth_morgul,1.0,0.9421679079532623
Ennor_nimp_rovalug,0.0,0.06999307661317289
Eru_alae_nath,0.0,0.00024504702373917553
Eru_gwathui_Mirion,0.0,0.028159397887066007
