object_id,target,pred_mlp
Dornhoth_anwar_melethron,0.0,0.08937356993556023
Dornhoth_archam_grond,0.0,0.0656042443588376
Dornhoth_certh_iaun,0.0,0.10609462298452854
Dornhoth_drafn_celon,0.0,0.08986906381323934
Dornhoth_fervain_onodrim,0.0,0.2830929644405842
Dornhoth_galadh_ylf,0.0,0.03636199748143554
Dornhoth_gwend_nagol,0.0,0.21415547654032707
Dornhoth_hervenn_tathar,0.0,0.05513176880776882
Dornhoth_inias_gond,0.0,0.07864448707550764
Dornhoth_lavan_ank,0.0,0.034815280232578516
Dornhoth_pennas_emel,0.0,0.08790784049779177
Dornhoth_rist_lalaith,0.0,0.09489406179636717
Dornhoth_salab_corch,0.0,0.16342688538134098
Dornhoth_thurin_gwaloth,0.0,0.0219559115357697
Druadan_galadhrim_narthan,0.0,0.3067867159843445
Druadan_galas_Eluwaith,0.0,0.06523595750331879
Druadan_galas_ram,0.0,0.9833459556102753
Druadan_lorn_morgul,0.0,0.027890842407941818
Druadan_rodwen_bragol,1.0,0.39077549055218697
Druadan_romru_araf,0.0,0.042160725221037865
Druadan_tachol_aranarth,0.0,0.723469652235508
Druadan_tavor_fae,0.0,0.2063063196837902
Elrim_cair_amon,0.0,0.05574416182935238
Elrim_firiel_soga,0.0,0.06704741157591343
Elrim_hal_amarth,0.0,0.026913467096164823
Elrim_harad_menel,1.0,0.9593537300825119
Elrim_heledir_fervain,0.0,0.12520516104996204
Elrim_melethril_thul,0.0,0.1084395982325077
Elrim_nana_dagnir,0.0,0.09158154390752316
Elrim_sirion_hwiniol,0.0,0.15520950965583324
Eluwaith_Druadan_cuin,0.0,0.0875128973275423
Eluwaith_amarth_iar,0.0,0.07609123969450593
Eluwaith_cyron_hwiniol,0.0,0.08030553814023733
Eluwaith_faradrim_haudh,0.0,0.087088068947196
Eluwaith_lain_curunir,0.0,0.05788132920861244
Eluwaith_nestad_in,0.0,0.04042397625744343
Eluwaith_nost_magol,0.0,0.32935595512390137
Eluwaith_rom_andrann,0.0,0.03816203633323312
Eluwaith_tathar_gwend,0.0,0.172849016264081
Ennor_Tawarwaith_paich,0.0,0.21356848813593388
Ennor_aduial_thavron,0.0,0.058505128137767315
Ennor_imloth_morgul,1.0,0.9202620089054108
Ennor_nimp_rovalug,0.0,0.0937116090208292
Eru_alae_nath,0.0,0.013131744461134076
Eru_gwathui_Mirion,0.0,0.17860735766589642
Eru_iaun_rodwen,0.0,0.06033418793231249
Eru_lasguil_lossen,0.0,0.05098164128139615
Eru_meldir_ulug,0.0,0.06262099742889404
Eru_mithren_aras,0.0,0.4134100042283535
Eru_saelor_tegilbor,1.0,0.9277199655771255
Gonhir_achad_melethril,0.0,0.051611640490591526
Gonhir_fast_romru,1.0,0.8186737895011902
Gonhir_fervain_ah,0.0,0.06822391366586089
Gonhir_limlug_harad,0.0,0.4423910826444626
Gonhir_rochir_Mirion,0.0,0.12830598279833794
Gonhir_thavron_maen,0.0,0.13657421432435513
Gwathuirim_drego_lebdas,0.0,0.11255795136094093
Gwathuirim_gwanur_hu,0.0,0.1188511811196804
Gwathuirim_hwiniol_celon,0.0,0.18271753005683422
Gwathuirim_meldir_fuin,1.0,0.665285125374794
Gwathuirim_mund_ram,0.0,0.05464049847796559
Gwathuirim_rochir_drafn,0.0,0.12349226325750351
Ithil_caras_hadhod,0.0,0.06215156149119139
Ithil_eglan_melethril,0.0,0.6755936294794083
Ithil_fern_maen,0.0,0.0323666213080287
Ithil_fuin_salph,0.0,0.08287495654076338
Ithil_law_galas,0.0,0.08966648485511541
Ithil_menel_agar,0.0,0.024497993988916278
Ithil_minas_elvellon,0.0,0.021860872162505984
Ithil_sogannen_glandagol,0.0,0.09679776336997747
Ithil_tobas_rodwen,0.0,0.117073904722929
Ithil_uan_hub,0.0,0.4228644035756588
Ithil_uanui_Eluwaith,0.0,0.04682006826624274
Mirion_adar_Druadan,0.0,0.013008643174543977
Mirion_baug_angos,0.0,0.07925032544881105
Mirion_galadh_heledh,0.0,0.45233628898859024
Mirion_gwathui_lebdas,0.0,0.051400644704699516
Mirion_gwathui_thor,0.0,0.09945220313966274
Mirion_ingem_ank,0.0,0.0658683031797409
Mirion_lain_iaun,0.0,0.12246269080787897
Mirion_lalaith_neledh,0.0,0.01748065766878426
Mirion_lunt_fae,0.0,0.1529294140636921
Mirion_malad_adar,0.0,0.09917395561933517
Mirion_saer_curunir,0.0,0.11981328576803207
Mithrim_alae_cund,1.0,0.4074336141347885
Mithrim_firion_achas,0.0,0.03747566929087043
Mithrim_haudh_pethron,0.0,0.08261062763631344
Mithrim_ira_fae,0.0,0.022360437083989382
Mithrim_lam_anann,0.0,0.06860872637480497
Mithrim_lang_elvellon,0.0,0.7803902626037598
Mithrim_mereth_rom,0.0,0.9096928238868713
Mithrim_merilin_gwachaedir,0.0,0.11678389273583889
Mithrim_mund_gas,0.0,0.03378196991980076
Mithrim_pess_midh,0.0,0.09905120637267828
Rochirrim_aiglos_achas,0.0,0.20675146579742432
Rochirrim_araf_nim,0.0,0.058908157516270876
Rochirrim_araf_nimp,0.0,0.1548415683209896
Rochirrim_dunadan_annon,0.0,0.7205239310860634
Rochirrim_gwael_muinthel,0.0,0.0488909799605608
Rochirrim_haeron_cenedril,0.0,0.15489023551344872
Rochirrim_lang_hador,0.0,0.056759342551231384
Rochirrim_lebdas_pethron,0.0,0.6149985939264297
Rochirrim_navaer_luithien,0.0,0.024564437801018357
Rochirrim_nost_aes,0.0,0.0426418911665678
Rochirrim_pennas_fervain,0.0,0.22362769208848476
Rochirrim_pent_gil,0.0,0.04868641775101423
Rochirrim_raegdan_tavor,0.0,0.3875581994652748
Rochirrim_rust_adab,0.0,0.07291198708117008
Sindarin_araf_pilin,1.0,0.956449881196022
Sindarin_cund_amloth,0.0,0.05645003914833069
Sindarin_elu_ah,0.0,0.09692338202148676
Sindarin_gwachaedir_lachenn,0.0,0.11847026646137238
Sindarin_lalaith_bregedur,0.0,0.08967185206711292
Sindarin_lam_dunedhel,0.0,0.02442996040917933
Sindarin_minas_fervain,0.0,0.05068336380645633
Sindarin_rusc_glamog,0.0,0.08756374102085829
Tawarwaith_Gwathuirim_cabed,0.0,0.3921257108449936
Tawarwaith_cabed_aeglir,0.0,0.06521547958254814
Tawarwaith_gaw_in,0.0,0.7470935583114624
Tawarwaith_melethril_drego,0.0,0.06201355066150427
Tawarwaith_puig_morn,0.0,0.0704868296161294
Tawarwaith_raegdan_nost,0.0,0.06767896749079227
Tawarwaith_rovalug_mund,0.0,0.05183238675817847
ablad_dam_roch,0.0,0.10655255243182182
ablad_maen_aranarth,0.0,0.21898030117154121
ablad_puig_manadh,0.0,0.07767592649906874
ablad_vin_faen,1.0,0.4345385394990444
achad_adan_balrog,0.0,0.12337853945791721
achad_corch_nothrim,0.0,0.062026845291256905
achad_fae_eilian,0.0,0.046479882672429085
achad_gwaloth_pilin,0.0,0.26242054626345634
achad_minas_adan,0.0,0.3050534427165985
achad_thamas_hend,0.0,0.3226619251072407
acharn_adel_baug,0.0,0.09674616437405348
acharn_firion_morn,0.0,0.023358074249699712
acharn_lend_Mithrim,0.0,0.22870461270213127
acharn_magol_nadhras,0.0,0.07421429641544819
acharn_nost_mil,0.0,0.5768233984708786
acharn_per_gwaloth,1.0,0.8348852843046188
acharn_uir_bregedur,0.0,0.1179287564009428
achas_eilian_lossen,0.0,0.1305234208703041
achas_grond_pilin,0.0,0.21355608291924
achas_hal_nana,0.0,0.13561127241700888
achas_hwiniol_nothrim,0.0,0.056210522539913654
achas_iar_gaur,0.0,0.062398639507591724
achas_lavan_saig,0.0,0.7516075521707535
achas_riel_braig,0.0,0.1368954200297594
achas_rom_cair,0.0,0.17494525387883186
achas_saer_hand,1.0,0.7976211830973625
achas_salab_cenedril,0.0,0.08287790976464748
adab_Gonhir_gwanur,0.0,0.06447152979671955
adab_amdir_gli,0.0,0.2721523530781269
adab_cabor_gwaun,0.0,0.05031051207333803
adab_drafn_amloth,0.0,0.0812159888446331
adab_faun_aith,0.0,0.2740955129265785
adab_magol_cyron,0.0,0.06624859943985939
adab_peredhel_hend,0.0,0.34626709297299385
adab_rach_pess,0.0,0.06082397699356079
adab_rochben_lathron,0.0,0.023772313725203276
adab_thul_rust,1.0,0.789756253361702
adan_Druadan_annon,0.0,0.03550597047433257
adan_cae_morgul,0.0,0.12388403993099928
adan_fern_nothrim,0.0,0.5927366986870766
adan_galad_alagos,0.0,0.07277645915746689
adan_lachenn_gwanur,0.0,0.1427677720785141
adan_lhug_hervess,0.0,0.04035042482428253
adan_rom_alae,0.0,0.1026067677885294
adar_amlug_eryn,0.0,0.11320137418806553
adar_ang_eredh,0.0,0.08622899372130632
adar_glass_cenedril,0.0,0.13395005837082863
adar_hadhod_soga,0.0,0.23794810846447945
adar_inias_hand,0.0,0.16594419442117214
adar_lam_rist,0.0,0.4991458058357239
adar_law_agor,0.0,0.0121037014760077
adar_maethor_lasguil,0.0,0.10398011468350887
adel_draug_gas,0.0,0.020986988325603306
adel_glae_melethron,0.0,0.14194319117814302
