object_id,target,pred_et
Dornhoth_anwar_melethron,0,0.03484326327995326
Dornhoth_archam_grond,0,0.01682706628564636
Dornhoth_certh_iaun,0,0.01126444602305367
Dornhoth_drafn_celon,0,0.11781736556553218
Dornhoth_fervain_onodrim,0,0.09294615027274508
Dornhoth_galadh_ylf,0,0.01350618785874311
Dornhoth_gwend_nagol,0,0.009750810028497484
Dornhoth_hervenn_tathar,0,0.008597913125579058
Dornhoth_inias_gond,0,0.0018879975609288854
Dornhoth_lavan_ank,0,0.01673001501691616
Dornhoth_pennas_emel,0,0.03529904492904718
Dornhoth_rist_lalaith,0,0.0490333907149087
Dornhoth_salab_corch,0,0.032119883827269706
Dornhoth_thurin_gwaloth,0,0.004844840055183816
Druadan_galadhrim_narthan,0,0.14331857031932435
Druadan_galas_Eluwaith,0,0.002774917382500058
Druadan_galas_ram,0,0.577893945085873
Druadan_lorn_morgul,0,0.010916186520713219
Druadan_rodwen_bragol,1,0.12573921047998182
Druadan_romru_araf,0,0.0235996782222298
Druadan_tachol_aranarth,0,0.06672117020386303
Druadan_tavor_fae,0,0.038823876138834444
Elrim_cair_amon,0,0.0035800751871860746
Elrim_firiel_soga,0,0.014999502717326828
Elrim_hal_amarth,0,0.010159567302336654
Elrim_harad_menel,1,0.5668035096770264
Elrim_heledir_fervain,0,0.07246082643591682
Elrim_melethril_thul,0,0.0498173645944363
Elrim_nana_dagnir,0,0.011146626929876
Elrim_sirion_hwiniol,0,0.012340020275218381
Eluwaith_Druadan_cuin,0,0.02925722705942918
Eluwaith_amarth_iar,0,0.00810800624540461
Eluwaith_cyron_hwiniol,0,0.0359251255528281
Eluwaith_faradrim_haudh,0,0.023090600362206042
Eluwaith_lain_curunir,0,0.14898571856868656
Eluwaith_nestad_in,0,0.010039171175224768
Eluwaith_nost_magol,0,0.06449068565824424
Eluwaith_rom_andrann,0,0.08842951542611344
Eluwaith_tathar_gwend,0,0.003537687342284611
Ennor_Tawarwaith_paich,0,0.01688844148954869
Ennor_aduial_thavron,0,0.006530422992631609
Ennor_imloth_morgul,1,0.5946971586566842
Ennor_nimp_rovalug,0,0.0357806502030886
Eru_alae_nath,0,0.0039352946375891245
Eru_gwathui_Mirion,0,0.01979513191660386
Eru_iaun_rodwen,0,0.018133603535217542
Eru_lasguil_lossen,0,0.038579170282764905
Eru_meldir_ulug,0,0.033883558525122315
Eru_mithren_aras,0,0.07953718534300247
Eru_saelor_tegilbor,1,0.6216529822713581
Gonhir_achad_melethril,0,0.056130305014705804
Gonhir_fast_romru,1,0.6782444154359732
Gonhir_fervain_ah,0,0.007195614000028026
Gonhir_limlug_harad,0,0.12083892559084815
Gonhir_rochir_Mirion,0,0.023787809627493772
Gonhir_thavron_maen,0,0.0034684575989724848
Gwathuirim_drego_lebdas,0,0.01636306132607962
Gwathuirim_gwanur_hu,0,0.07413511812325986
Gwathuirim_hwiniol_celon,0,0.010342792506744072
Gwathuirim_meldir_fuin,1,0.3981913609183956
Gwathuirim_mund_ram,0,0.0488363819084308
Gwathuirim_rochir_drafn,0,0.03657077725334999
Ithil_caras_hadhod,0,0.01316555950092324
Ithil_eglan_melethril,0,0.1893696746920716
Ithil_fern_maen,0,0.015121671284689121
Ithil_fuin_salph,0,0.038556913864071805
Ithil_law_galas,0,0.041305496690829877
Ithil_menel_agar,0,0.00886707267387786
Ithil_minas_elvellon,0,0.013534739683598189
Ithil_sogannen_glandagol,0,0.005111656839091401
Ithil_tobas_rodwen,0,0.029175988292197048
Ithil_uan_hub,0,0.11537362255157826
Ithil_uanui_Eluwaith,0,0.010571414801829873
Mirion_adar_Druadan,0,0.003498112607997721
Mirion_baug_angos,0,0.0049889647625353875
Mirion_galadh_heledh,0,0.07364908146612681
Mirion_gwathui_lebdas,0,0.0
Mirion_gwathui_thor,0,0.01974286529947675
Mirion_ingem_ank,0,0.02903688451083504
Mirion_lain_iaun,0,0.00875724891959521
Mirion_lalaith_neledh,0,0.003457677034397292
Mirion_lunt_fae,0,0.13776943937055863
Mirion_malad_adar,0,0.05972028009847723
Mirion_saer_curunir,0,0.04491107845484796
Mithrim_alae_cund,1,0.1265123133723012
Mithrim_firion_achas,0,0.01635551492836966
Mithrim_haudh_pethron,0,0.035919203136654226
Mithrim_ira_fae,0,0.0036393789965797397
Mithrim_lam_anann,0,0.03545985604813976
Mithrim_lang_elvellon,0,0.47018174036826954
Mithrim_mereth_rom,0,0.6853688544078267
Mithrim_merilin_gwachaedir,0,0.010921759111254332
Mithrim_mund_gas,0,0.014077482478886311
Mithrim_pess_midh,0,0.08807893000883325
Rochirrim_aiglos_achas,0,0.06586186185511114
Rochirrim_araf_nim,0,0.009949083580898428
Rochirrim_araf_nimp,0,0.036654003418127926
Rochirrim_dunadan_annon,0,0.2571865611457657
Rochirrim_gwael_muinthel,0,0.004999261934993807
Rochirrim_haeron_cenedril,0,0.054840246873943135
Rochirrim_lang_hador,0,0.0016585386813328462
Rochirrim_lebdas_pethron,0,0.15892840403897943
Rochirrim_navaer_luithien,0,0.015892673043055205
Rochirrim_nost_aes,0,0.034082614165605346
Rochirrim_pennas_fervain,0,0.25410478032431466
Rochirrim_pent_gil,0,0.03044245632044171
Rochirrim_raegdan_tavor,0,0.08945959874267478
Rochirrim_rust_adab,0,0.005205377573564715
Sindarin_araf_pilin,1,0.463400906945391
Sindarin_cund_amloth,0,0.038473359391064936
Sindarin_elu_ah,0,0.0018761988260390637
Sindarin_gwachaedir_lachenn,0,0.015145231791095127
Sindarin_lalaith_bregedur,0,0.013645840698927011
Sindarin_lam_dunedhel,0,0.00692305154646347
Sindarin_minas_fervain,0,0.004610145427693155
Sindarin_rusc_glamog,0,0.06352386821500831
Tawarwaith_Gwathuirim_cabed,0,0.010912635887417319
Tawarwaith_cabed_aeglir,0,0.12561453574250278
Tawarwaith_gaw_in,0,0.48972932448271683
Tawarwaith_melethril_drego,0,0.0403999691251259
Tawarwaith_puig_morn,0,0.026623598301758936
Tawarwaith_raegdan_nost,0,0.026958516986759575
Tawarwaith_rovalug_mund,0,0.026931300178807915
ablad_dam_roch,0,0.005166469389540113
ablad_maen_aranarth,0,0.0706527162997998
ablad_puig_manadh,0,0.051900745063654136
ablad_vin_faen,1,0.5535447512699353
achad_adan_balrog,0,0.06891837117890352
achad_corch_nothrim,0,0.017818160680009503
achad_fae_eilian,0,0.013349875903650076
achad_gwaloth_pilin,0,0.04124957325402555
achad_minas_adan,0,0.0512971828301805
achad_thamas_hend,0,0.049586805276641915
acharn_adel_baug,0,0.02380797683438361
acharn_firion_morn,0,0.02844821042469041
acharn_lend_Mithrim,0,0.0448732840818477
acharn_magol_nadhras,0,0.01890266340023789
acharn_nost_mil,0,0.1887155260198404
acharn_per_gwaloth,1,0.43785689956912544
acharn_uir_bregedur,0,0.3039740332484915
achas_eilian_lossen,0,0.015245272831766488
achas_grond_pilin,0,0.07862929208937448
achas_hal_nana,0,0.023981624320311513
achas_hwiniol_nothrim,0,0.01595331162945676
achas_iar_gaur,0,0.024263541920032116
achas_lavan_saig,0,0.48316060959172896
achas_riel_braig,0,0.02350622393708518
achas_rom_cair,0,0.025017412191652724
achas_saer_hand,1,0.2228653104841706
achas_salab_cenedril,0,0.048812066231237745
adab_Gonhir_gwanur,0,0.027437785832606896
adab_amdir_gli,0,0.10638392187051482
adab_cabor_gwaun,0,0.0610073053057332
adab_drafn_amloth,0,0.030243211788174962
adab_faun_aith,0,0.19178972086578006
adab_magol_cyron,0,0.006040757315559313
adab_peredhel_hend,0,0.12935277506446843
adab_rach_pess,0,0.020744092381098873
adab_rochben_lathron,0,0.003807856782783265
adab_thul_rust,1,0.10755566114438493
adan_Druadan_annon,0,0.02558100467867431
adan_cae_morgul,0,0.04498534981163151
adan_fern_nothrim,0,0.11233936208333227
adan_galad_alagos,0,0.0035416147291275307
adan_lachenn_gwanur,0,0.04133381046753573
adan_lhug_hervess,0,0.04847414726879042
adan_rom_alae,0,0.031059681198998764
adar_amlug_eryn,0,0.023843940298014253
adar_ang_eredh,0,0.013377624942284533
adar_glass_cenedril,0,0.07451775633384398
adar_hadhod_soga,0,0.04179592754097789
adar_inias_hand,0,0.025872802616351886
adar_lam_rist,0,0.07323228667853005
adar_law_agor,0,0.0035090925741145308
adar_maethor_lasguil,0,0.012114388575306601
adel_draug_gas,0,0.019334825334025026
adel_glae_melethron,0,0.06000749382520027
adel_nimp_toll,0,0.11835375377279045
adel_pethron_imrad,1,0.640899192068832
adel_tirith_riel,0,0.0566267825440204
aderthad_cair_agar,0,0.01112124987668303
aderthad_cirdan_Eluwaith,0,0.1455450908214795
aderthad_cuil_nimbrethil,0,0.04169640097668537
aderthad_nimbrethil_gellui,0,0.2561046495472932
aderthad_ulug_nadhras,0,0.0035512973918640054
aduial_anann_aphadrim,0,0.053420429851504816
aduial_gli_hast,0,0.006751836539235642
aduial_malad_gorn,0,0.049459316465318676
aduial_mindon_harad,0,0.04832362948688304
aduial_nur_luith,0,0.054230534693479236
aear_agarwaen_cund,0,0.0013583737052634051
aear_aiglos_nadhras,0,0.0367771537570709
aear_glamog_rodwen,0,0.06202135467452664
aear_glass_morn,0,0.0015212292267807281
aear_lunt_nana,0,0.0913538240290615
aear_morgul_heleg,0,0.03124573993378052
aear_salab_cuin,0,0.0012215995252851583
aegas_Druadan_gli,0,0.05375563460997349
aegas_ank_ungol,0,0.03763294467010685
aegas_gaw_navaer,0,0.04732682819981153
aegas_ryn_imlad,0,0.020686315512793298
aegas_tobas_dunedhel,0,0.007991005655258135
aeglir_Dornhoth_adan,0,0.055614301897586406
aeglir_certh_bregedur,0,0.013111102756842732
aeglir_min_graw,0,0.034585358610761605
aerlinn_Elrim_alph,0,0.023359543681697195
aerlinn_Eru_cenedril,0,0.0344092743917787
aerlinn_aduial_aear,0,0.0054862631114714205
aerlinn_gwarth_thor,0,0.02275070265412161
aerlinn_hand_gul,0,0.0016566772462247286
aerlinn_heron_luith,1,0.5146171853463793
aerlinn_laer_aith,0,0.04913369859158432
aerlinn_nadhras_cund,0,0.014029762491289665
aerlinn_nagol_bellas,0,0.03815024803194539
aerlinn_raef_nimbrethil,0,0.0690301558987194
aerlinn_saer_nell,0,0.05482003113397106
aerlinn_sirion_gli,0,0.016203022305413636
aerlinn_ylf_lagor,0,0.03422131897774625
aeruil_corch_min,1,0.6367804861272196
aeruil_cugu_rach,0,0.009738382151156902
aeruil_rust_harad,0,0.020417086593062763
aeruil_tavor_ogol,0,0.20431099504174782
aes_baug_lobor,0,0.03239405562010662
aes_eglan_glae,0,0.01056641339623871
aes_espalass_iphant,0,0.03318542480997699
aes_faun_melethron,0,0.04781698245040725
aes_hub_law,0,0.04730648179582123
aes_lavan_adan,0,0.02621543397331792
aes_lorn_pendrath,0,0.02599821314998623
aes_min_uan,0,0.15278761608789268
aes_minai_fervain,0,0.008612167846960634
aes_perian_fae,0,0.0053942199465008694
aes_rhovan_erchion,0,0.06161402682129959
aes_sammar_thul,0,0.01941537305628199
agar_Tawarwaith_Sindarin,0,0.005291994793166956
agar_badhor_agarwaen,0,0.0
agar_cugu_glaur,0,0.003470453196832837
agar_graw_pethron,0,0.06994850459467959
agar_iar_glandagol,0,0.03477224557918848
agar_neledh_imrath,0,0.06212656025562221
agarwaen_Elrim_muinthel,0,0.09463326514774557
agarwaen_cund_rhosc,0,0.4916560505605666
agarwaen_galadh_galadhrim,0,0.005255273341627938
agarwaen_guldur_Ithil,0,0.01528976518185855
agarwaen_hu_fervain,0,0.04564308126540559
agarwaen_meldir_forodrim,0,0.05871810678341604
agarwaen_tobas_andrann,0,0.07319785216481645
aglareb_angos_sador,0,0.04913980302729832
aglareb_araf_glamor,0,0.0
aglareb_gwarth_gli,0,0.011265560822859734
aglareb_imloth_cabor,0,0.00521302353613167
aglareb_panas_sammar,0,0.04862096234395438
aglareb_thangail_nana,0,0.006454335393132219
aglareb_uan_midh,0,0.060948301177379635
agor_aes_laes,0,0.004367296599690297
agor_annon_rudh,0,0.024730892714864134
agor_araf_faradrim,0,0.02744909564088758
agor_certh_heron,0,0.055647442780557964
agor_galenas_pod,0,0.04312163035012329
agor_gaurwaith_hervenn,0,0.0026218462280394907
agor_glass_glamog,0,0.027284941376871572
agor_gondrath_pent,0,0.002927484634579616
agor_grond_min,0,0.018053635869952425
agor_luithien_harad,0,0.22350123429917287
agor_yll_tachol,0,0.005166469389540114
ah_Druadan_gwador,0,0.0
ah_achad_bain,1,0.5929229166810364
ah_anwar_Sindarin,0,0.07574492375582945
ah_calad_mithren,0,0.012666499894466858
ah_eirien_mithren,0,0.010673817868661959
ah_eredh_annon,0,0.02829790948005784
ah_fervain_Ennor,0,0.005310217411599482
ah_gorn_per,0,0.023795213517896395
ah_gorn_ruith,0,0.003698452265951317
ah_gwaun_acharn,0,0.05028011965242967
ah_imrad_ai,0,0.028980797805373763
ah_lam_lobor,0,0.03016854166720589
ah_magol_thor,0,0.008157671077702136
ah_mir_Mithrim,0,0.003595643087648689
ah_muinthel_tobas,0,0.0538706813765313
ah_navaer_agarwaen,0,0.0
ah_rom_firion,0,0.1889529026710237
ah_ryn_gellui,0,0.006508706840907216
ah_sador_imloth,0,0.018188965336284748
ah_saelor_hend,0,0.11779935918085763
ah_sammar_nost,0,0.3199945691710999
ah_sirion_perian,0,0.027047827742736317
ah_ungol_nath,0,0.006382867140797329
ai_cirdan_uir,0,0.0037008903824382725
ai_hub_hwiniol,0,0.01010301530401204
ai_limlug_ninglor,0,0.0018193501557759657
ai_lorn_Mirion,0,0.0035208314365672675
ai_peredhel_laer,1,0.188580385418942
ai_ylf_tamin,0,0.26174196819870543
aiglos_Sindarin_glass,0,0.006346835775989389
aiglos_aeglir_ryn,0,0.019434369050403043
aiglos_bass_yll,0,0.011947371624317318
aiglos_emel_talraph,0,0.004840923983160771
aiglos_inias_tachol,0,0.020021104767726953
aiglos_iphant_corf,0,0.029339516089333356
aiglos_per_cenedril,0,0.025097633691098336
aiglos_roch_nim,0,0.03756826286344596
aiglos_ryn_gwael,0,0.02059117384217126
aiglos_saig_mindon,0,0.021049381617034596
aith_annon_fast,0,0.025200659027094414
aith_certh_midh,0,0.0029641169507298062
aith_fae_tirith,0,0.06226352061788394
aith_firen_corch,0,0.009364548484146038
aith_glass_firiel,0,0.0
aith_gwarth_lagor,0,0.005019585072027103
alae_Sindarin_lembas,0,0.02353511608370417
alae_celon_faradrim,0,0.1750505894964879
alae_dol_nimp,1,0.1393819317580903
alae_eryn_hand,0,0.015503980307974483
alae_guldur_ithron,0,0.0
alae_haeron_aphadrim,0,0.045667295473651726
alae_hend_heron,0,0.01577316940595518
alae_lathron_aran,0,0.11197262627103582
alae_lost_hu,0,0.5966572752392023
alae_saew_dannas,0,0.0
alag_amlug_gaurwaith,0,0.028584665643031627
alag_haradrim_celair,1,0.6949060442210144
alag_nimp_laer,0,0.012518549719796098
alagos_firiel_gas,0,0.02183456019830301
alagos_hador_melethril,0,0.459305922042137
alagos_honeg_bragol,0,0.014210121627535637
alagos_nadhras_iar,0,0.05642424995537201
alagos_rach_ris,0,0.001358373705263405
alagos_tinnu_sammar,0,0.023081651887669224
alph_alag_lunt,1,0.49225226983594655
alph_celon_archam,0,0.05514618041695371
alph_celon_gwaloth,0,0.014911441260884535
alph_hud_Eru,0,0.0339113141210293
alph_ist_faun,0,0.015714792839956884
alph_nana_panas,0,0.012453712272833308
amarth_ai_Gonhir,0,0.2983113541143599
amarth_firiel_aglareb,0,0.0070831649971141745
amarth_heledir_gil,0,0.0
amarth_min_thamas,0,0.032043748780767836
amarth_pilin_ram,0,0.008258195154651768
amarth_riel_tinnu,0,0.01843474667975298
amarth_saew_melethron,0,0.0028286689312858057
amath_cabor_minas,0,0.012000271577004607
