object_id,target,pred_lgb
Dornhoth_anwar_melethron,0,2.401926960822484e-06
Dornhoth_archam_grond,0,1.8100718071040088e-05
Dornhoth_certh_iaun,0,2.5380003141259374e-07
Dornhoth_drafn_celon,0,0.0006906738430561527
Dornhoth_fervain_onodrim,0,1.614369889993711e-05
Dornhoth_galadh_ylf,0,5.358547390011663e-06
Dornhoth_gwend_nagol,0,0.000176999202740553
Dornhoth_hervenn_tathar,0,2.997851553970033e-06
Dornhoth_inias_gond,0,1.0164146140807193e-06
Dornhoth_lavan_ank,0,7.194880460703922e-07
Dornhoth_pennas_emel,0,2.7446954250263177e-06
Dornhoth_rist_lalaith,0,0.00019909154995599175
Dornhoth_salab_corch,0,3.5279802416577106e-06
Dornhoth_thurin_gwaloth,0,7.451500016003753e-07
Druadan_galadhrim_narthan,0,0.0005380054265768181
Druadan_galas_Eluwaith,0,7.836905391156582e-08
Druadan_galas_ram,0,0.899708318092046
Druadan_lorn_morgul,0,2.013089437683225e-07
Druadan_rodwen_bragol,1,0.23483602395099298
Druadan_romru_araf,0,5.33065414906195e-06
Druadan_tachol_aranarth,0,0.0007568109049704341
Druadan_tavor_fae,0,3.6620005493316425e-07
Elrim_cair_amon,0,6.555790157932784e-06
Elrim_firiel_soga,0,0.00011841793859778797
Elrim_hal_amarth,0,1.1910604650067239e-08
Elrim_harad_menel,1,0.5616461198179866
Elrim_heledir_fervain,0,0.0002642091828991963
Elrim_melethril_thul,0,1.1649086402985625e-05
Elrim_nana_dagnir,0,9.462793827270839e-07
Elrim_sirion_hwiniol,0,2.5167192661077623e-06
Eluwaith_Druadan_cuin,0,1.0166201990248115e-06
Eluwaith_amarth_iar,0,2.3728037798049975e-06
Eluwaith_cyron_hwiniol,0,8.526668162680472e-06
Eluwaith_faradrim_haudh,0,1.2107048177706407e-05
Eluwaith_lain_curunir,0,2.8932793033501738e-05
Eluwaith_nestad_in,0,3.256382105808155e-07
Eluwaith_nost_magol,0,9.601913945084025e-06
Eluwaith_rom_andrann,0,0.002654612640533842
Eluwaith_tathar_gwend,0,2.9046407607595113e-06
Ennor_Tawarwaith_paich,0,3.8906400315182195e-06
Ennor_aduial_thavron,0,2.2501005004073494e-05
Ennor_imloth_morgul,1,0.746063357296437
Ennor_nimp_rovalug,0,0.0004302248029574478
Eru_alae_nath,0,3.732632130606894e-08
Eru_gwathui_Mirion,0,4.960998386295801e-05
Eru_iaun_rodwen,0,6.222757958303959e-05
Eru_lasguil_lossen,0,3.5191904293004934e-05
Eru_meldir_ulug,0,4.025623785851849e-06
Eru_mithren_aras,0,1.911549572086763e-05
Eru_saelor_tegilbor,1,0.09244062000484785
Gonhir_achad_melethril,0,1.728753986875614e-05
Gonhir_fast_romru,1,0.995703037052572
Gonhir_fervain_ah,0,8.205969036231227e-06
Gonhir_limlug_harad,0,1.371061938396768e-05
Gonhir_rochir_Mirion,0,2.1324897785164007e-06
Gonhir_thavron_maen,0,4.164626813535748e-06
Gwathuirim_drego_lebdas,0,1.4978651915408027e-05
Gwathuirim_gwanur_hu,0,0.0006695039650557722
Gwathuirim_hwiniol_celon,0,1.793452547547894e-06
Gwathuirim_meldir_fuin,1,0.9790051372160979
Gwathuirim_mund_ram,0,7.434833576549541e-08
Gwathuirim_rochir_drafn,0,5.879072386931392e-06
Ithil_caras_hadhod,0,2.833991899055183e-05
Ithil_eglan_melethril,0,0.00037168971321749534
Ithil_fern_maen,0,5.841341776341452e-06
Ithil_fuin_salph,0,4.295018326868604e-06
Ithil_law_galas,0,0.00017164290359189592
Ithil_menel_agar,0,2.0939173761230437e-07
Ithil_minas_elvellon,0,6.798381565779847e-08
Ithil_sogannen_glandagol,0,9.182891260949511e-06
Ithil_tobas_rodwen,0,1.0656976532273902e-05
Ithil_uan_hub,0,0.041321322598558585
Ithil_uanui_Eluwaith,0,2.6295235455441363e-05
Mirion_adar_Druadan,0,9.114732639347046e-09
Mirion_baug_angos,0,1.4015639437143037e-08
Mirion_galadh_heledh,0,0.0002948493665221878
Mirion_gwathui_lebdas,0,2.0842371459608257e-06
Mirion_gwathui_thor,0,1.5673816831767722e-05
Mirion_ingem_ank,0,2.23311142201864e-06
Mirion_lain_iaun,0,9.001044174580193e-06
Mirion_lalaith_neledh,0,1.2847859951412038e-07
Mirion_lunt_fae,0,8.871322725201164e-05
Mirion_malad_adar,0,9.023669511455348e-06
Mirion_saer_curunir,0,0.00014602545721584893
Mithrim_alae_cund,1,0.013539635965870725
Mithrim_firion_achas,0,4.231408950311176e-06
Mithrim_haudh_pethron,0,4.291024921486935e-06
Mithrim_ira_fae,0,4.98260853356176e-06
Mithrim_lam_anann,0,2.103581838791293e-05
Mithrim_lang_elvellon,0,0.00404976326808735
Mithrim_mereth_rom,0,0.939548882847202
Mithrim_merilin_gwachaedir,0,1.6889723561660082e-06
Mithrim_mund_gas,0,1.4718021978191808e-07
Mithrim_pess_midh,0,1.7358718732971134e-05
Rochirrim_aiglos_achas,0,0.00037619167464351705
Rochirrim_araf_nim,0,1.0358095600589127e-06
Rochirrim_araf_nimp,0,7.18194113541985e-06
Rochirrim_dunadan_annon,0,0.006301256090339641
Rochirrim_gwael_muinthel,0,8.250604570550928e-07
Rochirrim_haeron_cenedril,0,6.329480714510013e-07
Rochirrim_lang_hador,0,4.329600143607294e-08
Rochirrim_lebdas_pethron,0,0.0012486619099928542
Rochirrim_navaer_luithien,0,1.990400789455258e-06
Rochirrim_nost_aes,0,0.0003320871685351345
Rochirrim_pennas_fervain,0,0.05164190802970099
Rochirrim_pent_gil,0,7.241139777744936e-06
Rochirrim_raegdan_tavor,0,5.346107235942007e-06
Rochirrim_rust_adab,0,9.584329418241274e-07
Sindarin_araf_pilin,1,0.9038322623699111
Sindarin_cund_amloth,0,3.562520971594354e-07
Sindarin_elu_ah,0,2.328793676756105e-06
Sindarin_gwachaedir_lachenn,0,2.608295356045746e-06
Sindarin_lalaith_bregedur,0,1.2660265019479326e-05
Sindarin_lam_dunedhel,0,1.167498444379827e-05
Sindarin_minas_fervain,0,3.22037164101764e-06
Sindarin_rusc_glamog,0,0.00011178577432920991
Tawarwaith_Gwathuirim_cabed,0,4.807322026845297e-05
Tawarwaith_cabed_aeglir,0,0.000364004566975952
Tawarwaith_gaw_in,0,0.12695794919384598
Tawarwaith_melethril_drego,0,1.76122817884477e-05
Tawarwaith_puig_morn,0,0.005958697702274644
Tawarwaith_raegdan_nost,0,0.00022873830550591546
Tawarwaith_rovalug_mund,0,2.1134829146515558e-06
ablad_dam_roch,0,2.5368269604846184e-07
ablad_maen_aranarth,0,0.00023720963134066052
ablad_puig_manadh,0,1.811853400259935e-06
ablad_vin_faen,1,0.9434739851437578
achad_adan_balrog,0,0.003021752553351634
achad_corch_nothrim,0,1.4380784831647577e-05
achad_fae_eilian,0,2.7977248005191762e-06
achad_gwaloth_pilin,0,0.0002058925127894947
achad_minas_adan,0,8.757335008163008e-05
achad_thamas_hend,0,0.00029675554899788795
acharn_adel_baug,0,4.162001214090125e-06
acharn_firion_morn,0,2.886143533049917e-06
acharn_lend_Mithrim,0,4.976960151189117e-05
acharn_magol_nadhras,0,2.6350608456981946e-05
acharn_nost_mil,0,0.059464667979220294
acharn_per_gwaloth,1,0.8272704156413293
acharn_uir_bregedur,0,0.27150524472212934
achas_eilian_lossen,0,4.33642197713305e-06
achas_grond_pilin,0,0.0020796162717699198
achas_hal_nana,0,0.00044528679097717116
achas_hwiniol_nothrim,0,2.7729874079941695e-06
achas_iar_gaur,0,4.581431215041255e-06
achas_lavan_saig,0,0.8421385539945793
achas_riel_braig,0,6.8214347079704e-05
achas_rom_cair,0,1.279915429645155e-05
achas_saer_hand,1,0.011242504627114175
achas_salab_cenedril,0,0.00015223836071092902
adab_Gonhir_gwanur,0,6.277778873719482e-06
adab_amdir_gli,0,0.0007400217405167824
adab_cabor_gwaun,0,1.1995369400461339e-05
adab_drafn_amloth,0,1.3862006847124086e-06
adab_faun_aith,0,0.00017536028473085137
adab_magol_cyron,0,1.5353230621492713e-06
adab_peredhel_hend,0,8.454222643342132e-05
adab_rach_pess,0,1.5574622976850068e-06
adab_rochben_lathron,0,1.892161775078952e-05
adab_thul_rust,1,0.0003593986979927709
adan_Druadan_annon,0,2.0443272601655283e-06
adan_cae_morgul,0,0.0063261673542077635
adan_fern_nothrim,0,0.3604478163121135
adan_galad_alagos,0,1.7403704101022192e-07
adan_lachenn_gwanur,0,1.6618978067028891e-06
adan_lhug_hervess,0,5.774443328842643e-05
adan_rom_alae,0,9.285876459940713e-06
adar_amlug_eryn,0,8.356330107663443e-06
adar_ang_eredh,0,5.892929972143481e-05
adar_glass_cenedril,0,4.2053992830004375e-06
adar_hadhod_soga,0,5.690844776807656e-05
adar_inias_hand,0,5.3850656114656374e-05
adar_lam_rist,0,1.472639331809303e-05
adar_law_agor,0,1.5821712663179785e-07
adar_maethor_lasguil,0,4.160417193234389e-06
adel_draug_gas,0,1.3396440076923378e-06
adel_glae_melethron,0,2.382151709307817e-08
adel_nimp_toll,0,0.0003881068974676489
adel_pethron_imrad,1,0.9886488719438599
adel_tirith_riel,0,8.890630395709309e-08
aderthad_cair_agar,0,6.925352910031292e-07
aderthad_cirdan_Eluwaith,0,0.00017053426877093033
aderthad_cuil_nimbrethil,0,0.00013067544061331904
aderthad_nimbrethil_gellui,0,0.01746541549234316
aderthad_ulug_nadhras,0,6.469543994117298e-06
aduial_anann_aphadrim,0,0.00032871743007324385
aduial_gli_hast,0,1.7956649919707158e-06
aduial_malad_gorn,0,2.9219803594937578e-05
aduial_mindon_harad,0,5.1571959899777595e-05
aduial_nur_luith,0,5.216398178711493e-06
aear_agarwaen_cund,0,7.815609031640745e-07
aear_aiglos_nadhras,0,8.236788489586468e-06
aear_glamog_rodwen,0,3.221678917959067e-05
aear_glass_morn,0,3.883544326122162e-06
aear_lunt_nana,0,0.0007065756941269662
aear_morgul_heleg,0,1.4178485045416626e-07
aear_salab_cuin,0,7.849277319857934e-07
aegas_Druadan_gli,0,8.340528807200296e-05
aegas_ank_ungol,0,0.0004807887059947403
aegas_gaw_navaer,0,1.3998310131519995e-05
aegas_ryn_imlad,0,1.4745325473592632e-05
aegas_tobas_dunedhel,0,7.200397217888792e-08
aeglir_Dornhoth_adan,0,3.4632752516768154e-05
aeglir_certh_bregedur,0,4.050901005919994e-05
aeglir_min_graw,0,3.4638930129597125e-06
aerlinn_Elrim_alph,0,9.503733945258039e-08
aerlinn_Eru_cenedril,0,1.5151327588554598e-06
aerlinn_aduial_aear,0,8.76554217542176e-06
aerlinn_gwarth_thor,0,8.856018913621418e-06
aerlinn_hand_gul,0,2.299418584778505e-07
aerlinn_heron_luith,1,0.9636140133387049
aerlinn_laer_aith,0,3.4970392200094386e-06
aerlinn_nadhras_cund,0,1.304098889619654e-07
aerlinn_nagol_bellas,0,0.0008246589721257517
aerlinn_raef_nimbrethil,0,1.5936204585190114e-06
aerlinn_saer_nell,0,0.0005950677064237359
aerlinn_sirion_gli,0,3.763912021355393e-06
aerlinn_ylf_lagor,0,1.918772299376929e-06
aeruil_corch_min,1,0.6242944279002337
aeruil_cugu_rach,0,5.072134248413295e-06
aeruil_rust_harad,0,3.029745863324078e-06
aeruil_tavor_ogol,0,0.04658221425785275
aes_baug_lobor,0,2.9239887688429915e-06
aes_eglan_glae,0,4.100968659758458e-05
aes_espalass_iphant,0,6.508331765483379e-05
aes_faun_melethron,0,0.0034792216303187926
aes_hub_law,0,9.62055816198271e-07
aes_lavan_adan,0,2.000731806498168e-07
aes_lorn_pendrath,0,8.417393650461209e-06
aes_min_uan,0,0.0647655272490118
aes_minai_fervain,0,1.097881051578662e-06
aes_perian_fae,0,8.723884039234291e-07
aes_rhovan_erchion,0,0.003453289468900294
aes_sammar_thul,0,1.8772118233781661e-06
agar_Tawarwaith_Sindarin,0,3.622387939037992e-05
agar_badhor_agarwaen,0,2.180879761207329e-05
agar_cugu_glaur,0,1.6358269920224893e-06
agar_graw_pethron,0,2.0866949337911123e-06
agar_iar_glandagol,0,1.1566274529285022e-05
agar_neledh_imrath,0,0.0007523227609597737
agarwaen_Elrim_muinthel,0,0.0005456705932777243
agarwaen_cund_rhosc,0,0.9985726156973688
agarwaen_galadh_galadhrim,0,9.269142014320197e-08
agarwaen_guldur_Ithil,0,7.590534481382732e-07
agarwaen_hu_fervain,0,4.19225938460345e-05
agarwaen_meldir_forodrim,0,2.1483439004964965e-07
agarwaen_tobas_andrann,0,0.0008000150243268779
aglareb_angos_sador,0,3.697543478881934e-05
aglareb_araf_glamor,0,2.890370692461491e-07
aglareb_gwarth_gli,0,1.5882192595919805e-05
aglareb_imloth_cabor,0,4.2448126054382625e-07
aglareb_panas_sammar,0,4.3074596972480276e-07
aglareb_thangail_nana,0,2.299300890418759e-08
aglareb_uan_midh,0,2.069157155530575e-06
agor_aes_laes,0,3.645359862497167e-07
agor_annon_rudh,0,1.8454869124454063e-05
agor_araf_faradrim,0,8.870486156672241e-06
agor_certh_heron,0,0.000423304186779899
agor_galenas_pod,0,7.653998483776256e-07
agor_gaurwaith_hervenn,0,1.0418094422498141e-07
agor_glass_glamog,0,4.654568288484838e-06
agor_gondrath_pent,0,1.4174832077373197e-06
agor_grond_min,0,6.665438294775947e-06
agor_luithien_harad,0,0.07888477908271839
agor_yll_tachol,0,1.567294828974388e-06
ah_Druadan_gwador,0,9.463034451262424e-07
ah_achad_bain,1,0.9912058662369975
ah_anwar_Sindarin,0,1.3711188635909359e-05
ah_calad_mithren,0,4.1355206987101156e-08
ah_eirien_mithren,0,3.0586777358536663e-06
ah_eredh_annon,0,1.3186525296691293e-05
ah_fervain_Ennor,0,9.292437274509716e-08
ah_gorn_per,0,1.0006826067740293e-05
ah_gorn_ruith,0,2.5897211168310853e-06
ah_gwaun_acharn,0,2.930674540665475e-05
ah_imrad_ai,0,1.5177010946200429e-05
ah_lam_lobor,0,1.871223878808088e-06
ah_magol_thor,0,7.860542787962828e-06
ah_mir_Mithrim,0,1.3394104873071567e-07
ah_muinthel_tobas,0,5.996330592177167e-05
ah_navaer_agarwaen,0,4.506135032367201e-07
ah_rom_firion,0,0.070617897350634
ah_ryn_gellui,0,1.2932495215037988e-06
ah_sador_imloth,0,8.44964106942103e-08
ah_saelor_hend,0,4.620740267464723e-07
ah_sammar_nost,0,0.1647657649636521
ah_sirion_perian,0,3.6295819328109303e-06
ah_ungol_nath,0,8.235326134357601e-07
ai_cirdan_uir,0,2.0831695882971795e-05
ai_hub_hwiniol,0,8.87572122703822e-06
ai_limlug_ninglor,0,5.370158031346748e-08
ai_lorn_Mirion,0,8.592181200071813e-07
ai_peredhel_laer,1,0.09136778323117674
ai_ylf_tamin,0,0.45049342099814677
aiglos_Sindarin_glass,0,6.402335458028716e-07
aiglos_aeglir_ryn,0,8.820532592534471e-05
aiglos_bass_yll,0,6.536173328218444e-05
aiglos_emel_talraph,0,7.017483172489277e-06
aiglos_inias_tachol,0,5.761274299833506e-06
aiglos_iphant_corf,0,6.748498479006017e-05
aiglos_per_cenedril,0,1.949136855868402e-06
aiglos_roch_nim,0,2.9075592441650593e-07
aiglos_ryn_gwael,0,9.418176376865931e-08
aiglos_saig_mindon,0,7.123417264444079e-06
aith_annon_fast,0,4.974093671899638e-05
aith_certh_midh,0,2.5091078362123294e-09
aith_fae_tirith,0,6.036125300125863e-06
aith_firen_corch,0,7.0836357525782e-06
aith_glass_firiel,0,2.9263467990735093e-07
